2023-08-14 10:34:08,961 | log | INFO | 22222
2023-08-17 15:45:14,182 | log | INFO | Start inserting the 41 data
2023-08-17 15:45:14,474 | log | INFO | Inserting the 41 data
2023-08-17 15:45:14,474 | log | INFO | Start inserting the 42 data
2023-08-17 15:45:14,769 | log | INFO | Inserting the 42 data
2023-08-17 15:45:14,770 | log | INFO | Start inserting the 43 data
2023-08-17 15:45:15,096 | log | INFO | Inserting the 43 data
2023-08-17 15:45:15,096 | log | INFO | Start inserting the 44 data
2023-08-17 15:45:15,391 | log | INFO | Inserting the 44 data
2023-08-17 15:45:15,394 | log | INFO | Start inserting the 45 data
2023-08-17 15:45:15,675 | log | INFO | Inserting the 45 data
2023-08-17 15:45:15,675 | log | INFO | Start inserting the 46 data
2023-08-17 15:45:15,950 | log | INFO | Inserting the 46 data
2023-08-17 15:45:15,951 | log | INFO | Start inserting the 47 data
2023-08-17 15:45:16,244 | log | INFO | Inserting the 47 data
2023-08-17 15:45:16,245 | log | INFO | Start inserting the 48 data
2023-08-17 15:45:16,525 | log | INFO | Inserting the 48 data
2023-08-17 15:45:16,526 | log | INFO | Start inserting the 49 data
2023-08-17 15:45:16,800 | log | INFO | Inserting the 49 data
2023-08-17 15:45:16,800 | log | INFO | Start inserting the 50 data
2023-08-17 15:45:17,085 | log | INFO | Inserting the 50 data
2023-08-17 15:45:17,085 | log | INFO | Start inserting the 51 data
2023-08-17 15:45:17,374 | log | INFO | Inserting the 51 data
2023-08-17 15:45:17,375 | log | INFO | Start inserting the 52 data
2023-08-17 15:45:17,657 | log | INFO | Inserting the 52 data
2023-08-17 15:45:17,657 | log | INFO | Start inserting the 53 data
2023-08-17 15:45:17,935 | log | INFO | Inserting the 53 data
2023-08-17 15:45:17,935 | log | INFO | Start inserting the 54 data
2023-08-17 15:45:18,258 | log | INFO | Inserting the 54 data
2023-08-17 15:45:18,258 | log | INFO | Start inserting the 55 data
2023-08-17 15:45:18,550 | log | INFO | Inserting the 55 data
2023-08-17 15:45:18,551 | log | INFO | Start inserting the 56 data
2023-08-17 15:45:18,824 | log | INFO | Inserting the 56 data
2023-08-17 15:45:18,825 | log | INFO | Start inserting the 57 data
2023-08-17 15:45:19,106 | log | INFO | Inserting the 57 data
2023-08-17 15:45:19,107 | log | INFO | Start inserting the 58 data
2023-08-17 15:45:19,406 | log | INFO | Inserting the 58 data
2023-08-17 15:45:19,407 | log | INFO | Start inserting the 59 data
2023-08-17 15:45:19,686 | log | INFO | Inserting the 59 data
2023-08-17 15:45:19,687 | log | INFO | Start inserting the 60 data
2023-08-17 15:45:19,994 | log | INFO | Inserting the 60 data
2023-08-17 15:45:19,995 | log | INFO | Start inserting the 61 data
2023-08-17 15:45:20,286 | log | INFO | Inserting the 61 data
2023-08-17 15:45:20,286 | log | INFO | Start inserting the 62 data
2023-08-17 15:45:20,570 | log | INFO | Inserting the 62 data
2023-08-17 15:45:20,571 | log | INFO | Start inserting the 63 data
2023-08-17 15:45:20,859 | log | INFO | Inserting the 63 data
2023-08-17 15:45:20,860 | log | INFO | Start inserting the 64 data
2023-08-17 15:45:21,147 | log | INFO | Inserting the 64 data
2023-08-17 15:45:21,149 | log | INFO | Start inserting the 65 data
2023-08-17 15:45:21,457 | log | INFO | Inserting the 65 data
2023-08-17 15:45:21,457 | log | INFO | Start inserting the 66 data
2023-08-17 15:45:21,744 | log | INFO | Inserting the 66 data
2023-08-17 15:45:21,746 | log | INFO | Start inserting the 67 data
2023-08-17 15:45:22,037 | log | INFO | Inserting the 67 data
2023-08-17 15:45:22,037 | log | INFO | Start inserting the 68 data
2023-08-17 15:45:22,333 | log | INFO | Inserting the 68 data
2023-08-17 15:45:22,334 | log | INFO | Start inserting the 69 data
2023-08-17 15:45:22,636 | log | INFO | Inserting the 69 data
2023-08-17 15:45:22,637 | log | INFO | Start inserting the 70 data
2023-08-17 15:45:22,920 | log | INFO | Inserting the 70 data
2023-08-17 15:45:22,921 | log | INFO | Start inserting the 71 data
2023-08-17 15:45:23,229 | log | INFO | Inserting the 71 data
2023-08-17 15:45:23,230 | log | INFO | Start inserting the 72 data
2023-08-17 15:45:23,605 | log | INFO | Inserting the 72 data
2023-08-17 15:45:23,605 | log | INFO | Start inserting the 73 data
2023-08-17 15:45:23,909 | log | INFO | Inserting the 73 data
2023-08-17 15:45:23,910 | log | INFO | Start inserting the 74 data
2023-08-17 15:45:24,226 | log | INFO | Inserting the 74 data
2023-08-17 15:45:24,226 | log | INFO | Start inserting the 75 data
2023-08-17 15:45:24,530 | log | INFO | Inserting the 75 data
2023-08-17 15:45:24,531 | log | INFO | Start inserting the 76 data
2023-08-17 15:45:24,843 | log | INFO | Inserting the 76 data
2023-08-17 15:45:24,843 | log | INFO | Start inserting the 77 data
2023-08-17 15:45:25,126 | log | INFO | Inserting the 77 data
2023-08-17 15:45:25,126 | log | INFO | Start inserting the 78 data
2023-08-17 15:45:25,404 | log | INFO | Inserting the 78 data
2023-08-17 15:45:25,404 | log | INFO | Start inserting the 79 data
2023-08-17 15:45:25,701 | log | INFO | Inserting the 79 data
2023-08-17 15:45:25,702 | log | INFO | Start inserting the 80 data
2023-08-17 15:45:26,056 | log | INFO | Inserting the 80 data
2023-08-17 15:45:26,058 | log | INFO | Start inserting the 81 data
2023-08-17 15:45:26,333 | log | INFO | Inserting the 81 data
2023-08-17 15:45:26,334 | log | INFO | Start inserting the 82 data
2023-08-17 15:45:26,673 | log | INFO | Inserting the 82 data
2023-08-17 15:45:26,673 | log | INFO | Start inserting the 83 data
2023-08-17 15:45:26,953 | log | INFO | Inserting the 83 data
2023-08-17 15:45:26,954 | log | INFO | Start inserting the 84 data
2023-08-17 15:45:27,278 | log | INFO | Inserting the 84 data
2023-08-17 15:45:27,279 | log | INFO | Start inserting the 85 data
2023-08-17 15:45:27,585 | log | INFO | Inserting the 85 data
2023-08-17 15:45:27,586 | log | INFO | Start inserting the 86 data
2023-08-17 15:45:27,876 | log | INFO | Inserting the 86 data
2023-08-17 15:45:27,876 | log | INFO | Start inserting the 87 data
2023-08-17 15:45:28,155 | log | INFO | Inserting the 87 data
2023-08-17 15:45:28,156 | log | INFO | Start inserting the 88 data
2023-08-17 15:45:28,461 | log | INFO | Inserting the 88 data
2023-08-17 15:45:28,462 | log | INFO | Start inserting the 89 data
2023-08-17 15:45:28,748 | log | INFO | Inserting the 89 data
2023-08-17 15:45:28,749 | log | INFO | Start inserting the 90 data
2023-08-17 15:45:29,049 | log | INFO | Inserting the 90 data
2023-08-17 15:45:29,050 | log | INFO | Start inserting the 91 data
2023-08-17 15:45:29,326 | log | INFO | Inserting the 91 data
2023-08-17 15:45:29,327 | log | INFO | Successfully inserted the all LOG data, write db done
2023-08-17 15:45:43,531 | log | INFO | Start connecting to database...
2023-08-17 15:45:43,552 | log | INFO | Successfully connected...
2023-08-17 15:45:43,553 | log | INFO | Establishing Table
2023-08-17 15:45:44,892 | log | INFO | Start connecting to database...
2023-08-17 15:45:44,920 | log | INFO | Successfully connected...
2023-08-17 15:45:44,920 | log | INFO | Establishing Table
2023-08-17 16:03:49,768 | log | INFO | Start connecting to database...
2023-08-17 16:03:49,798 | log | INFO | Successfully connected...
2023-08-17 16:03:49,798 | log | INFO | Establishing Table
2023-08-17 16:05:14,215 | log | INFO | Start connecting to database...
2023-08-17 16:05:14,243 | log | INFO | Successfully connected...
2023-08-17 16:05:14,243 | log | INFO | Establishing Table
2023-08-17 16:05:20,977 | log | INFO | Start connecting to database...
2023-08-17 16:05:21,027 | log | INFO | Successfully connected...
2023-08-17 16:05:21,028 | log | INFO | Establishing Table
2023-08-17 16:05:22,999 | log | INFO | Start read the data
2023-08-17 16:05:23,064 | log | INFO | ----Completed 1 lines-----
2023-08-17 16:05:23,065 | log | INFO | ----Completed 2 lines-----
2023-08-17 16:05:23,066 | log | INFO | ----Completed 3 lines-----
2023-08-17 16:05:23,066 | log | INFO | ----Completed 4 lines-----
2023-08-17 16:05:23,068 | log | INFO | ----Completed 5 lines-----
2023-08-17 16:05:23,068 | log | INFO | ----Completed 6 lines-----
2023-08-17 16:05:23,069 | log | INFO | ----Completed 7 lines-----
2023-08-17 16:05:23,069 | log | INFO | ----Completed 8 lines-----
2023-08-17 16:05:23,070 | log | INFO | ----Completed 9 lines-----
2023-08-17 16:05:23,070 | log | INFO | ----Completed 10 lines-----
2023-08-17 16:05:23,071 | log | INFO | ----Completed 11 lines-----
2023-08-17 16:05:23,071 | log | INFO | ----Completed 12 lines-----
2023-08-17 16:05:23,072 | log | INFO | ----Completed 13 lines-----
2023-08-17 16:05:23,073 | log | INFO | ----Completed 14 lines-----
2023-08-17 16:05:23,073 | log | INFO | ----Completed 15 lines-----
2023-08-17 16:05:23,074 | log | INFO | ----Completed 16 lines-----
2023-08-17 16:05:23,074 | log | INFO | ----Completed 17 lines-----
2023-08-17 16:05:23,074 | log | INFO | ----Completed 18 lines-----
2023-08-17 16:05:23,075 | log | INFO | ----Completed 19 lines-----
2023-08-17 16:05:23,076 | log | INFO | ----Completed 20 lines-----
2023-08-17 16:05:23,076 | log | INFO | ----Completed 21 lines-----
2023-08-17 16:05:23,077 | log | INFO | ----Completed 22 lines-----
2023-08-17 16:05:23,078 | log | INFO | ----Completed 23 lines-----
2023-08-17 16:05:23,079 | log | INFO | ----Completed 24 lines-----
2023-08-17 16:05:23,080 | log | INFO | ----Completed 25 lines-----
2023-08-17 16:05:23,081 | log | INFO | ----Completed 26 lines-----
2023-08-17 16:05:23,082 | log | INFO | ----Completed 27 lines-----
2023-08-17 16:05:23,082 | log | INFO | ----Completed 28 lines-----
2023-08-17 16:05:23,082 | log | INFO | ----Completed 29 lines-----
2023-08-17 16:05:23,083 | log | INFO | ----Completed 30 lines-----
2023-08-17 16:05:23,084 | log | INFO | ----Completed 31 lines-----
2023-08-17 16:05:23,084 | log | INFO | ----Completed 32 lines-----
2023-08-17 16:05:23,085 | log | INFO | ----Completed 33 lines-----
2023-08-17 16:05:23,085 | log | ERROR | Error reading data:could not convert string to float: "nan, 'requestID'"
2023-08-17 16:05:23,086 | log | ERROR | Error reading data:could not convert string to float: "nan, 'requestID'"
2023-08-17 16:05:23,087 | log | INFO | ----Completed 34 lines-----
2023-08-17 16:05:23,087 | log | INFO | ----Completed 35 lines-----
2023-08-17 16:05:23,088 | log | INFO | ----Completed 36 lines-----
2023-08-17 16:05:23,089 | log | INFO | ----Completed 37 lines-----
2023-08-17 16:05:23,089 | log | INFO | ----Completed 38 lines-----
2023-08-17 16:05:23,090 | log | INFO | ----Completed 39 lines-----
2023-08-17 16:05:23,090 | log | INFO | ----Completed 40 lines-----
2023-08-17 16:05:23,091 | log | INFO | ----Completed 41 lines-----
2023-08-17 16:05:23,091 | log | INFO | ----Completed 42 lines-----
2023-08-17 16:05:23,092 | log | INFO | ----Completed 43 lines-----
2023-08-17 16:05:23,093 | log | INFO | ----Completed 44 lines-----
2023-08-17 16:05:23,094 | log | INFO | ----Completed 45 lines-----
2023-08-17 16:05:23,095 | log | INFO | ----Completed 46 lines-----
2023-08-17 16:05:23,096 | log | INFO | ----Completed 47 lines-----
2023-08-17 16:05:23,097 | log | INFO | ----Completed 48 lines-----
2023-08-17 16:05:23,098 | log | INFO | ----Completed 49 lines-----
2023-08-17 16:05:23,099 | log | INFO | ----Completed 50 lines-----
2023-08-17 16:05:23,099 | log | INFO | ----Completed 51 lines-----
2023-08-17 16:05:23,100 | log | INFO | ----Completed 52 lines-----
2023-08-17 16:05:23,101 | log | INFO | ----Completed 53 lines-----
2023-08-17 16:05:23,101 | log | INFO | ----Completed 54 lines-----
2023-08-17 16:05:23,101 | log | INFO | ----Completed 55 lines-----
2023-08-17 16:05:23,102 | log | INFO | ----Completed 56 lines-----
2023-08-17 16:05:23,103 | log | INFO | ----Completed 57 lines-----
2023-08-17 16:05:23,104 | log | INFO | ----Completed 58 lines-----
2023-08-17 16:05:23,104 | log | INFO | ----Completed 59 lines-----
2023-08-17 16:05:23,105 | log | INFO | ----Completed 60 lines-----
2023-08-17 16:05:23,105 | log | INFO | ----Completed 61 lines-----
2023-08-17 16:05:23,106 | log | INFO | ----Completed 62 lines-----
2023-08-17 16:05:23,107 | log | INFO | ----Completed 63 lines-----
2023-08-17 16:05:23,108 | log | INFO | ----Completed 64 lines-----
2023-08-17 16:05:23,109 | log | INFO | ----Completed 65 lines-----
2023-08-17 16:05:23,110 | log | INFO | ----Completed 66 lines-----
2023-08-17 16:05:23,110 | log | INFO | ----Completed 67 lines-----
2023-08-17 16:05:23,111 | log | INFO | ----Completed 68 lines-----
2023-08-17 16:05:23,111 | log | INFO | ----Completed 69 lines-----
2023-08-17 16:05:23,112 | log | INFO | ----Completed 70 lines-----
2023-08-17 16:05:23,112 | log | INFO | ----Completed 71 lines-----
2023-08-17 16:05:23,113 | log | INFO | ----Completed 72 lines-----
2023-08-17 16:05:23,113 | log | INFO | ----Completed 73 lines-----
2023-08-17 16:05:23,114 | log | INFO | ----Completed 74 lines-----
2023-08-17 16:05:23,115 | log | INFO | ----Completed 75 lines-----
2023-08-17 16:05:23,115 | log | INFO | ----Completed 76 lines-----
2023-08-17 16:05:23,116 | log | INFO | ----Completed 77 lines-----
2023-08-17 16:05:23,117 | log | INFO | ----Completed 78 lines-----
2023-08-17 16:05:23,117 | log | INFO | ----Completed 79 lines-----
2023-08-17 16:05:23,118 | log | INFO | ----Completed 80 lines-----
2023-08-17 16:05:23,118 | log | INFO | ----Completed 81 lines-----
2023-08-17 16:05:23,119 | log | INFO | ----Completed 82 lines-----
2023-08-17 16:05:23,120 | log | INFO | ----Completed 83 lines-----
2023-08-17 16:05:23,120 | log | INFO | ----Completed 84 lines-----
2023-08-17 16:05:23,121 | log | INFO | ----Completed 85 lines-----
2023-08-17 16:05:23,123 | log | INFO | ----Completed 86 lines-----
2023-08-17 16:05:23,123 | log | INFO | ----Completed 87 lines-----
2023-08-17 16:05:23,125 | log | INFO | ----Completed 88 lines-----
2023-08-17 16:05:23,126 | log | INFO | ----Completed 89 lines-----
2023-08-17 16:05:23,127 | log | INFO | ----Completed 90 lines-----
2023-08-17 16:05:23,128 | log | INFO | ----Completed 91 lines-----
2023-08-17 16:05:23,129 | log | INFO | Start inserting the 1 data
2023-08-17 16:05:23,458 | log | INFO | Inserting the 1 data
2023-08-17 16:05:23,458 | log | INFO | Start inserting the 2 data
2023-08-17 16:05:23,748 | log | INFO | Inserting the 2 data
2023-08-17 16:05:23,748 | log | INFO | Start inserting the 3 data
2023-08-17 16:05:23,972 | log | INFO | Inserting the 3 data
2023-08-17 16:05:23,972 | log | INFO | Start inserting the 4 data
2023-08-17 16:05:24,289 | log | INFO | Inserting the 4 data
2023-08-17 16:05:24,289 | log | INFO | Start inserting the 5 data
2023-08-17 16:05:24,626 | log | INFO | Inserting the 5 data
2023-08-17 16:05:24,627 | log | INFO | Start inserting the 6 data
2023-08-17 16:05:24,933 | log | INFO | Inserting the 6 data
2023-08-17 16:05:24,933 | log | INFO | Start inserting the 7 data
2023-08-17 16:05:25,236 | log | INFO | Inserting the 7 data
2023-08-17 16:05:25,238 | log | INFO | Start inserting the 8 data
2023-08-17 16:05:25,603 | log | INFO | Inserting the 8 data
2023-08-17 16:05:25,603 | log | INFO | Start inserting the 9 data
2023-08-17 16:05:25,884 | log | INFO | Inserting the 9 data
2023-08-17 16:05:25,886 | log | INFO | Start inserting the 10 data
2023-08-17 16:05:26,213 | log | INFO | Inserting the 10 data
2023-08-17 16:05:26,214 | log | INFO | Start inserting the 11 data
2023-08-17 16:05:26,509 | log | INFO | Inserting the 11 data
2023-08-17 16:05:26,510 | log | INFO | Start inserting the 12 data
2023-08-17 16:05:26,791 | log | INFO | Inserting the 12 data
2023-08-17 16:05:26,791 | log | INFO | Start inserting the 13 data
2023-08-17 16:05:27,080 | log | INFO | Inserting the 13 data
2023-08-17 16:05:27,081 | log | INFO | Start inserting the 14 data
2023-08-17 16:05:27,385 | log | INFO | Inserting the 14 data
2023-08-17 16:05:27,386 | log | INFO | Start inserting the 15 data
2023-08-17 16:05:27,690 | log | INFO | Inserting the 15 data
2023-08-17 16:05:27,690 | log | INFO | Start inserting the 16 data
2023-08-17 16:05:27,975 | log | INFO | Inserting the 16 data
2023-08-17 16:05:27,976 | log | INFO | Start inserting the 17 data
2023-08-17 16:05:28,380 | log | INFO | Inserting the 17 data
2023-08-17 16:05:28,380 | log | INFO | Start inserting the 18 data
2023-08-17 16:05:28,746 | log | INFO | Inserting the 18 data
2023-08-17 16:05:28,746 | log | INFO | Start inserting the 19 data
2023-08-17 16:05:29,050 | log | INFO | Inserting the 19 data
2023-08-17 16:05:29,051 | log | INFO | Start inserting the 20 data
2023-08-17 16:05:29,342 | log | INFO | Inserting the 20 data
2023-08-17 16:05:29,343 | log | INFO | Start inserting the 21 data
2023-08-17 16:05:29,631 | log | INFO | Inserting the 21 data
2023-08-17 16:05:29,632 | log | INFO | Start inserting the 22 data
2023-08-17 16:05:29,955 | log | INFO | Inserting the 22 data
2023-08-17 16:05:29,955 | log | INFO | Start inserting the 23 data
2023-08-17 16:05:30,257 | log | INFO | Inserting the 23 data
2023-08-17 16:05:30,258 | log | INFO | Start inserting the 24 data
2023-08-17 16:05:30,558 | log | INFO | Inserting the 24 data
2023-08-17 16:05:30,560 | log | INFO | Start inserting the 25 data
2023-08-17 16:05:30,838 | log | INFO | Inserting the 25 data
2023-08-17 16:05:30,838 | log | INFO | Start inserting the 26 data
2023-08-17 16:05:31,134 | log | INFO | Inserting the 26 data
2023-08-17 16:05:31,135 | log | INFO | Start inserting the 27 data
2023-08-17 16:05:31,502 | log | INFO | Inserting the 27 data
2023-08-17 16:05:31,503 | log | INFO | Start inserting the 28 data
2023-08-17 16:05:31,965 | log | INFO | Inserting the 28 data
2023-08-17 16:05:31,965 | log | INFO | Start inserting the 29 data
2023-08-17 16:05:32,248 | log | INFO | Inserting the 29 data
2023-08-17 16:05:32,248 | log | INFO | Start inserting the 30 data
2023-08-17 16:05:32,529 | log | INFO | Inserting the 30 data
2023-08-17 16:05:32,529 | log | INFO | Start inserting the 31 data
2023-08-17 16:05:32,825 | log | INFO | Inserting the 31 data
2023-08-17 16:05:32,825 | log | INFO | Start inserting the 32 data
2023-08-17 16:05:33,158 | log | INFO | Inserting the 32 data
2023-08-17 16:05:33,159 | log | INFO | Start inserting the 33 data
2023-08-17 16:05:33,469 | log | INFO | Inserting the 33 data
2023-08-17 16:05:33,469 | log | INFO | Start inserting the 34 data
2023-08-17 16:05:33,749 | log | INFO | Inserting the 34 data
2023-08-17 16:05:33,750 | log | INFO | Start inserting the 35 data
2023-08-17 16:05:34,026 | log | INFO | Inserting the 35 data
2023-08-17 16:05:34,028 | log | INFO | Start inserting the 36 data
2023-08-17 16:05:34,352 | log | INFO | Inserting the 36 data
2023-08-17 16:05:34,353 | log | INFO | Start inserting the 37 data
2023-08-17 16:05:34,644 | log | INFO | Inserting the 37 data
2023-08-17 16:05:34,644 | log | INFO | Start inserting the 38 data
2023-08-17 16:05:34,933 | log | INFO | Inserting the 38 data
2023-08-17 16:05:34,934 | log | INFO | Start inserting the 39 data
2023-08-17 16:05:35,239 | log | INFO | Inserting the 39 data
2023-08-17 16:05:35,241 | log | INFO | Start inserting the 40 data
2023-08-17 16:05:35,548 | log | INFO | Inserting the 40 data
2023-08-17 16:05:35,549 | log | INFO | Start inserting the 41 data
2023-08-17 16:05:35,846 | log | INFO | Inserting the 41 data
2023-08-17 16:05:35,847 | log | INFO | Start inserting the 42 data
2023-08-17 16:05:36,154 | log | INFO | Inserting the 42 data
2023-08-17 16:05:36,154 | log | INFO | Start inserting the 43 data
2023-08-17 16:05:36,503 | log | INFO | Inserting the 43 data
2023-08-17 16:05:36,504 | log | INFO | Start inserting the 44 data
2023-08-17 16:05:36,798 | log | INFO | Inserting the 44 data
2023-08-17 16:05:36,800 | log | INFO | Start inserting the 45 data
2023-08-17 16:05:37,129 | log | INFO | Inserting the 45 data
2023-08-17 16:05:37,129 | log | INFO | Start inserting the 46 data
2023-08-17 16:05:37,419 | log | INFO | Inserting the 46 data
2023-08-17 16:05:37,420 | log | INFO | Start inserting the 47 data
2023-08-17 16:05:37,698 | log | INFO | Inserting the 47 data
2023-08-17 16:05:37,699 | log | INFO | Start inserting the 48 data
2023-08-17 16:05:37,986 | log | INFO | Inserting the 48 data
2023-08-17 16:05:37,986 | log | INFO | Start inserting the 49 data
2023-08-17 16:05:38,332 | log | INFO | Inserting the 49 data
2023-08-17 16:05:38,334 | log | INFO | Start inserting the 50 data
2023-08-17 16:05:38,636 | log | INFO | Inserting the 50 data
2023-08-17 16:05:38,637 | log | INFO | Start inserting the 51 data
2023-08-17 16:05:38,938 | log | INFO | Inserting the 51 data
2023-08-17 16:05:38,938 | log | INFO | Start inserting the 52 data
2023-08-17 16:05:39,254 | log | INFO | Inserting the 52 data
2023-08-17 16:05:39,255 | log | INFO | Start inserting the 53 data
2023-08-17 16:05:39,607 | log | INFO | Inserting the 53 data
2023-08-17 16:05:39,608 | log | INFO | Start inserting the 54 data
2023-08-17 16:05:39,893 | log | INFO | Inserting the 54 data
2023-08-17 16:05:39,893 | log | INFO | Start inserting the 55 data
2023-08-17 16:05:40,366 | log | INFO | Inserting the 55 data
2023-08-17 16:05:40,367 | log | INFO | Start inserting the 56 data
2023-08-17 16:05:40,789 | log | INFO | Inserting the 56 data
2023-08-17 16:05:40,789 | log | INFO | Start inserting the 57 data
2023-08-17 16:05:41,143 | log | INFO | Inserting the 57 data
2023-08-17 16:05:41,144 | log | INFO | Start inserting the 58 data
2023-08-17 16:05:41,502 | log | INFO | Inserting the 58 data
2023-08-17 16:05:41,503 | log | INFO | Start inserting the 59 data
2023-08-17 16:05:41,833 | log | INFO | Inserting the 59 data
2023-08-17 16:05:41,835 | log | INFO | Start inserting the 60 data
2023-08-17 16:05:42,248 | log | INFO | Inserting the 60 data
2023-08-17 16:05:42,249 | log | INFO | Start inserting the 61 data
2023-08-17 16:05:42,590 | log | INFO | Inserting the 61 data
2023-08-17 16:05:42,591 | log | INFO | Start inserting the 62 data
2023-08-17 16:05:42,950 | log | INFO | Inserting the 62 data
2023-08-17 16:05:42,951 | log | INFO | Start inserting the 63 data
2023-08-17 16:05:43,270 | log | INFO | Inserting the 63 data
2023-08-17 16:05:43,272 | log | INFO | Start inserting the 64 data
2023-08-17 16:05:43,593 | log | INFO | Inserting the 64 data
2023-08-17 16:05:43,594 | log | INFO | Start inserting the 65 data
2023-08-17 16:05:43,895 | log | INFO | Inserting the 65 data
2023-08-17 16:05:43,896 | log | INFO | Start inserting the 66 data
2023-08-17 16:05:44,198 | log | INFO | Inserting the 66 data
2023-08-17 16:05:44,200 | log | INFO | Start inserting the 67 data
2023-08-17 16:05:44,489 | log | INFO | Inserting the 67 data
2023-08-17 16:05:44,489 | log | INFO | Start inserting the 68 data
2023-08-17 16:05:44,780 | log | INFO | Inserting the 68 data
2023-08-17 16:05:44,780 | log | INFO | Start inserting the 69 data
2023-08-17 16:05:45,074 | log | INFO | Inserting the 69 data
2023-08-17 16:05:45,075 | log | INFO | Start inserting the 70 data
2023-08-17 16:05:45,408 | log | INFO | Inserting the 70 data
2023-08-17 16:05:45,408 | log | INFO | Start inserting the 71 data
2023-08-17 16:05:45,699 | log | INFO | Inserting the 71 data
2023-08-17 16:05:45,700 | log | INFO | Start inserting the 72 data
2023-08-17 16:05:46,008 | log | INFO | Inserting the 72 data
2023-08-17 16:05:46,009 | log | INFO | Start inserting the 73 data
2023-08-17 16:05:46,305 | log | INFO | Inserting the 73 data
2023-08-17 16:05:46,307 | log | INFO | Start inserting the 74 data
2023-08-17 16:05:46,644 | log | INFO | Inserting the 74 data
2023-08-17 16:05:46,645 | log | INFO | Start inserting the 75 data
2023-08-17 16:05:46,965 | log | INFO | Inserting the 75 data
2023-08-17 16:05:46,965 | log | INFO | Start inserting the 76 data
2023-08-17 16:05:47,266 | log | INFO | Inserting the 76 data
2023-08-17 16:05:47,267 | log | INFO | Start inserting the 77 data
2023-08-17 16:05:47,552 | log | INFO | Inserting the 77 data
2023-08-17 16:05:47,553 | log | INFO | Start inserting the 78 data
2023-08-17 16:05:47,842 | log | INFO | Inserting the 78 data
2023-08-17 16:05:47,843 | log | INFO | Start inserting the 79 data
2023-08-17 16:05:48,122 | log | INFO | Inserting the 79 data
2023-08-17 16:05:48,122 | log | INFO | Start inserting the 80 data
2023-08-17 16:05:48,404 | log | INFO | Inserting the 80 data
2023-08-17 16:05:48,406 | log | INFO | Start inserting the 81 data
2023-08-17 16:05:48,763 | log | INFO | Inserting the 81 data
2023-08-17 16:05:48,765 | log | INFO | Start inserting the 82 data
2023-08-17 16:05:49,130 | log | INFO | Inserting the 82 data
2023-08-17 16:05:49,131 | log | INFO | Start inserting the 83 data
2023-08-17 16:05:49,405 | log | INFO | Inserting the 83 data
2023-08-17 16:05:49,407 | log | INFO | Start inserting the 84 data
2023-08-17 16:05:49,734 | log | INFO | Inserting the 84 data
2023-08-17 16:05:49,735 | log | INFO | Start inserting the 85 data
2023-08-17 16:05:50,105 | log | INFO | Inserting the 85 data
2023-08-17 16:05:50,106 | log | INFO | Start inserting the 86 data
2023-08-17 16:05:50,440 | log | INFO | Inserting the 86 data
2023-08-17 16:05:50,442 | log | INFO | Start inserting the 87 data
2023-08-17 16:05:50,742 | log | INFO | Inserting the 87 data
2023-08-17 16:05:50,742 | log | INFO | Start inserting the 88 data
2023-08-17 16:05:51,032 | log | INFO | Inserting the 88 data
2023-08-17 16:05:51,033 | log | INFO | Start inserting the 89 data
2023-08-17 16:05:51,309 | log | INFO | Inserting the 89 data
2023-08-17 16:05:51,310 | log | INFO | Start inserting the 90 data
2023-08-17 16:05:51,620 | log | INFO | Inserting the 90 data
2023-08-17 16:05:51,621 | log | INFO | Start inserting the 91 data
2023-08-17 16:05:51,923 | log | INFO | Inserting the 91 data
2023-08-17 16:05:51,924 | log | INFO | Successfully inserted the all LOG data, write db done
2023-08-17 16:07:14,953 | log | INFO | Start connecting to database...
2023-08-17 16:07:15,026 | log | INFO | Successfully connected...
2023-08-17 16:07:15,027 | log | INFO | Establishing Table
2023-08-17 16:07:17,040 | log | INFO | Start read the data
2023-08-17 16:07:58,610 | log | INFO | ----Completed 1 lines-----
2023-08-17 16:08:09,175 | log | INFO | ----Completed 2 lines-----
2023-08-17 16:10:38,837 | log | INFO | Start connecting to database...
2023-08-17 16:10:38,867 | log | INFO | Successfully connected...
2023-08-17 16:10:38,869 | log | INFO | Establishing Table
2023-08-17 16:10:40,749 | log | INFO | Start read the data
2023-08-17 16:10:40,763 | log | INFO | ----Completed 1 lines-----
2023-08-17 16:10:40,764 | log | INFO | ----Completed 2 lines-----
2023-08-17 16:10:40,765 | log | INFO | ----Completed 3 lines-----
2023-08-17 16:10:40,765 | log | INFO | ----Completed 4 lines-----
2023-08-17 16:10:40,766 | log | INFO | ----Completed 5 lines-----
2023-08-17 16:10:40,766 | log | INFO | ----Completed 6 lines-----
2023-08-17 16:10:40,767 | log | INFO | ----Completed 7 lines-----
2023-08-17 16:10:40,767 | log | INFO | ----Completed 8 lines-----
2023-08-17 16:10:40,768 | log | INFO | ----Completed 9 lines-----
2023-08-17 16:10:40,768 | log | INFO | ----Completed 10 lines-----
2023-08-17 16:10:40,768 | log | INFO | ----Completed 11 lines-----
2023-08-17 16:10:40,769 | log | INFO | ----Completed 12 lines-----
2023-08-17 16:10:40,769 | log | INFO | ----Completed 13 lines-----
2023-08-17 16:10:40,771 | log | INFO | ----Completed 14 lines-----
2023-08-17 16:10:40,771 | log | INFO | ----Completed 15 lines-----
2023-08-17 16:10:40,772 | log | INFO | ----Completed 16 lines-----
2023-08-17 16:10:40,772 | log | INFO | ----Completed 17 lines-----
